"pwsid","category","service","base_cost","fixed_surcharge","total","vol_cost","vol_surcharge","zone_cost","zone_surcharge"
"CA0405001","inside","sewer",32.89,0,32.89,0,0,0,0
"CA0405001","inside","storm",0,0,0,0,0,0,0
"CA0405001","inside","total",64.19,16.03,127.38,0,0,0,0
"CA0405001","inside","water",31.3,16.03,94.49,47.16,0,0,0
"CA0410001","inside","sewer",65.9,8.5,74.4,0,0,0,0
"CA0410001","inside","storm",0,0,0,0,0,0,0
"CA0410001","inside","total",107.75,21.65,129.4,0,0,0,0
"CA0410001","inside","water",41.85,13.15,55,0,0,0,0
"CA0410002","inside","sewer",23.67,0,23.67,0,0,0,0
"CA0410002","inside","storm",0,0,0,0,0,0,0
"CA0410002","inside","total",37.7,0,72.07,0,0,0,0
"CA0410002","inside","water",14.03,0,48.4,34.37,0,0,0
"CA0410005","inside","sewer",23.56,15.85,39.41,0,0,0,0
"CA0410005","inside","storm",0,0,0,0,0,0,0
"CA0410005","inside","total",57.53,15.85,142.89,0,0,0,0
"CA0410005","inside","water",33.97,0,103.48,69.51,0,0,0
"CA0410007","inside","sewer",32.89,0,32.89,0,0,0,0
"CA0410007","inside","storm",0,0,0,0,0,0,0
"CA0410007","inside","total",52.89,22.97,108.14,0,0,0,0
"CA0410007","inside","water",20,22.97,75.25,32.28,0,0,0
"CA0410009","inside","sewer",32.89,0,32.89,0,0,0,0
"CA0410009","inside","storm",0,0,0,0,0,0,0
"CA0410009","inside","total",72,5.16,157.1,0,0,0,0
"CA0410009","inside","water",39.11,5.16,124.21,79.94,0,0,0
"CA0410011","inside","sewer",32.89,0,32.89,0,0,0,0
"CA0410011","inside","storm",0,0,0,0,0,0,0
"CA0410011","inside","total",70.95,0,142.2,0,0,0,0
"CA0410011","inside","water",38.06,0,109.31,71.25,0,0,0
"CA0510002","inside","sewer",66.02,0,66.02,0,0,0,0
"CA0510002","inside","storm",0,0,0,0,0,0,0
"CA0510002","inside","total",124.57,0,175.37,0,0,0,0
"CA0510002","inside","water",58.55,0,109.35,50.8,0,0,0
"CA0510003","inside","sewer",84.61,0,84.61,0,0,0,0
"CA0510003","inside","storm",0,0,0,0,0,0,0
"CA0510003","inside","total",147.33,0,174.2,0,0,0,0
"CA0510003","inside","water",62.72,0,89.59,26.87,0,0,0
"CA0510004","inside","sewer",97.39,0,97.39,0,0,0,0
"CA0510004","inside","storm",0,0,0,0,0,0,0
"CA0510004","inside","total",155.5,0,178.91,0,0,0,0
"CA0510004","inside","water",58.11,0,81.52,23.41,0,0,0
"CA0510006","inside","sewer",101.29,0,101.29,0,0,0,0
"CA0510006","inside","storm",0,0,0,0,0,0,0
"CA0510006","inside","total",160.42,0,184.23,0,0,0,0
"CA0510006","inside","water",59.13,0,82.94,23.81,0,0,0
"CA0510010","inside","sewer",49.5,0,49.5,0,0,0,0
"CA0510010","inside","storm",0,0,0,0,0,0,0
"CA0510010","inside","total",80,0,91.25,0,0,0,0
"CA0510010","inside","water",30.5,0,41.75,11.25,0,0,0
"CA0510016","inside","sewer",101.39,0,101.39,0,0,0,0
"CA0510016","inside","storm",0,0,0,0,0,0,0
"CA0510016","inside","total",160.52,0,184.33,0,0,0,0
"CA0510016","inside","water",59.13,0,82.94,23.81,0,0,0
"CA0510017","inside","sewer",101.29,0,101.29,0,0,0,0
"CA0510017","inside","storm",0,0,0,0,0,0,0
"CA0510017","inside","total",160.42,0,184.23,0,0,0,0
"CA0510017","inside","water",59.13,0,82.94,23.81,0,0,0
"CA0610003","inside","sewer",48,0,48,0,0,0,0
"CA0610003","inside","storm",0,0,0,0,0,0,0
"CA0610003","inside","total",102,0,102,0,0,0,0
"CA0610003","inside","water",54,0,54,0,0,0,0
"CA0610004","inside","sewer",83.59,0,121.35,37.76,0,0,0
"CA0610004","inside","storm",0,0,0,0,0,0,0
"CA0610004","inside","total",106.58,0,174.88,68.3,0,0,0
"CA0610004","inside","water",22.99,0,53.53,30.54,0,0,0
"CA0710001","inside","sewer",14,0,14,0,0,0,0
"CA0710001","inside","storm",0,0,0,0,0,0,0
"CA0710001","inside","total",38.4,0,137.49,0,0,0,0
"CA0710001","inside","water",24.4,0,123.49,99.09,0,0,0
"CA0710002","inside","sewer",49.1,0,49.1,0,0,0,0
"CA0710002","inside","storm",0,0,0,0,0,0,0
"CA0710002","inside","total",74.52,0,212,0,0,0,0
"CA0710002","inside","water",25.42,0,162.9,137.48,0,0,0
"CA0710003","inside","sewer",48.83,0,48.83,0,0,0,0
"CA0710003","inside","storm",0,0,0,0,0,0,0
"CA0710003","inside","total",69.78,0,193.27,0,12.69,0,0
"CA0710003","inside","water",20.95,0,144.44,110.8,12.69,0,0
"CA0710004","inside","sewer",38.62,3.03,41.65,0,0,0,0
"CA0710004","inside","storm",0,0,0,0,0,0,0
"CA0710004","inside","total",63.5,3.03,164.55,0,0,0,0
"CA0710004","inside","water",24.88,0,122.9,98.02,0,0,0
"CA0710006","inside","sewer",76.88,0,76.88,0,0,0,0
"CA0710006","inside","storm",0,0,0,0,0,0,0
"CA0710006","inside","total",95.76,0,212.62,0,0,0,0
"CA0710006","inside","water",18.88,0,135.74,116.86,0,0,0
"CA0710007","inside","sewer",70.61,0,70.61,0,0,0,0
"CA0710007","inside","storm",0,0,2.5,0,0,0,0
"CA0710007","inside","total",88.13,0,161.09,0,0,0,0
"CA0710007","inside","water",17.52,0,90.48,72.96,0,0,0
"CA0710009","inside","sewer",84.59,0,84.59,0,0,0,0
"CA0710009","inside","storm",0,0,0,0,0,0,0
"CA0710009","inside","total",106.43,0,153.35,0,0,0,0
"CA0710009","inside","water",21.84,0,68.76,46.92,0,0,0
"CA0810001","inside","sewer",67.62,0,67.62,0,0,0,0
"CA0810001","inside","storm",0,0,0,0,0,0,0
"CA0810001","inside","total",90.11,4.88,134.4,0,0,0,0
"CA0810001","inside","water",22.49,4.88,66.78,39.41,0,0,0
"CA0910001","inside","sewer",37.8,0,119.49,81.69,0,0,0
"CA0910001","inside","storm",0,0,0,0,0,0,0
"CA0910001","inside","total",69.56,0,185.71,116.15,0,0,0
"CA0910001","inside","water",31.76,0,66.22,34.46,0,0,0
"CA0910002","inside","sewer",44.46,0,44.46,0,0,0,0
"CA0910002","inside","storm",0,0,0,0,0,0,0
"CA0910002","inside","total",90.51,0,126.33,0,0,0,0
"CA0910002","inside","water",46.05,0,81.87,35.82,0,0,0
"CA0910003","inside","sewer",99.9,0,250.65,150.75,0,0,0
"CA0910003","inside","storm",0,0,0,0,0,0,0
"CA0910003","inside","total",112.77,0,367.19,254.42,0,0,0
"CA0910003","inside","water",12.87,0,116.54,103.67,0,0,0
"CA0910006","inside","sewer",32.89,0,32.89,0,0,0,0
"CA0910006","inside","storm",0,0,0,0,0,0,0
"CA0910006","inside","total",101.86,0,125.92,0,0,0,0
"CA0910006","inside","water",68.97,0,93.03,24.06,0,0,0
"CA0910013","inside","sewer",41.62,0,41.62,0,0,0,0
"CA0910013","inside","storm",0,0,0,0,0,0,0
"CA0910013","inside","total",75.66,15.08,149.89,0,0,0,0
"CA0910013","inside","water",34.04,15.08,108.27,59.15,0,0,0
"CA1010001","inside","sewer",25.75,0.06,25.81,0,0,0,0
"CA1010001","inside","storm",0,0,0,0,0,0,0
"CA1010001","inside","total",33.83,0.06,67.18,0,0,0,0
"CA1010001","inside","water",8.08,0,41.37,33.29,0,0,0
"CA1010003","inside","sewer",23.81,0,23.81,0,0,0,0
"CA1010003","inside","storm",0,0,0,0,0,0,0
"CA1010003","inside","total",35.76,0,52.73,0,0,0,0
"CA1010003","inside","water",11.95,0,28.92,16.97,0,0,0
"CA1010004","inside","sewer",21.95,0,21.95,0,0,0,0
"CA1010004","inside","storm",0,0,0,0,0,0,0
"CA1010004","inside","total",55.51,0,89.34,0,0,0,0
"CA1010004","inside","water",33.56,0,67.39,33.83,0,0,0
"CA1010007","inside","sewer",25.75,0.06,25.81,0,0,0,0
"CA1010007","inside","storm",0,0,0,0,0,0,0
"CA1010007","inside","total",39.25,0.06,74.2,0,0,0,0
"CA1010007","inside","water",13.5,0,48.39,34.89,0,0,0
"CA1010018","inside","sewer",33.43,0,33.43,0,0,0,0
"CA1010018","inside","storm",0,0,1.6,0,0,0,0
"CA1010018","inside","total",59.48,0,77.03,0,0,0,0
"CA1010018","inside","water",26.05,0,43.6,17.55,0,0,0
"CA1010019","inside","sewer",27.05,3,30.05,0,0,0,0
"CA1010019","inside","storm",0,0,0,0,0,0,0
"CA1010019","inside","total",59.3,3,65.5,0,0,0,0
"CA1010019","inside","water",32.25,0,35.45,3.2,0,0,0
"CA1010029","inside","sewer",0,0,37.71,0,0,37.71,0
"CA1010029","inside","storm",0,0,0,0,0,0,0
"CA1010029","inside","total",0,0,66.48,0,0,0,0
"CA1010029","inside","water",11.79,0,28.77,16.98,0,0,0
"CA1010035","inside","sewer",59.97,0,59.97,0,0,0,0
"CA1010035","inside","storm",0,0,0,0,0,0,0
"CA1010035","inside","total",79.44,0,97.29,0,0,0,0
"CA1010035","inside","water",19.47,0,37.32,17.85,0,0,0
"CA1010042","inside","sewer",33.74,0,33.74,0,0,0,0
"CA1010042","inside","storm",0,0,0,0,0,0,0
"CA1010042","inside","total",41.45,0,67.77,0,11.83,0,0
"CA1010042","inside","water",7.71,0,34.03,14.49,11.83,0,0
"CA1010044","inside","sewer",26,0,26,0,0,0,0
"CA1010044","inside","storm",0,0,0,0,0,0,0
"CA1010044","inside","total",55.77,0,109.89,0,0,0,0
"CA1010044","inside","water",29.77,0,83.89,54.12,0,0,0
"CA1010049","inside","sewer",43.9,0,43.9,0,0,0,0
"CA1010049","inside","storm",0,0,0,0,0,0,0
"CA1010049","inside","total",76.9,0,76.9,0,0,0,0
"CA1010049","inside","water",33,0,33,0,0,0,0
"CA1100404","inside","sewer",32.89,0,32.89,0,0,0,0
"CA1100404","inside","storm",0,0,0,0,0,0,0
"CA1100404","inside","total",82.35,0,116.74,0,0,0,0
"CA1100404","inside","water",49.46,0,83.85,34.39,0,0,0
"CA1110001","inside","sewer",28.95,0,28.95,0,0,0,0
"CA1110001","inside","storm",0,0,0,0,0,0,0
"CA1110001","inside","total",58.7,0,70.7,0,0,0,0
"CA1110001","inside","water",29.75,0,41.75,12,0,0,0
"CA1110001","outside","sewer",57.9,0,57.9,0,0,0,0
"CA1110001","outside","total",117.4,0,141.4,0,0,0,0
"CA1110001","outside","water",59.5,0,83.5,24,0,0,0
"CA1110003","inside","sewer",52.57,0,52.57,0,0,0,0
"CA1110003","inside","storm",0,0,0,0,0,0,0
"CA1110003","inside","total",85.36,0,164.21,0,0.85,0,0
"CA1110003","inside","water",32.79,0,111.64,78,0.85,0,0
"CA1210001","inside","sewer",54.99,0,186.37,131.38,0,0,0
"CA1210001","inside","storm",0,0,0,0,0,0,0
"CA1210001","inside","total",66.51,0,333.04,266.53,0,0,0
"CA1210001","inside","water",11.52,0,146.67,135.15,0,0,0
"CA1210001","outside","sewer",54.99,0,186.37,131.38,0,0,0
"CA1210001","outside","total",72.28,0,338.81,266.53,0,0,0
"CA1210001","outside","water",17.29,0,152.44,135.15,0,0,0
"CA1210002","inside","sewer",45.41,10.4,55.81,0,0,0,0
"CA1210002","inside","storm",0,0,0,0,0,0,0
"CA1210002","inside","total",70.42,10.4,118.02,0,0,0,0
"CA1210002","inside","water",25.01,0,62.21,37.2,0,0,0
"CA1210002","outside","sewer",45.41,0,45.41,0,0,0,0
"CA1210002","outside","total",82.92,0,138.62,0,0,0,0
"CA1210002","outside","water",37.51,0,93.21,55.7,0,0,0
"CA1210004","inside","sewer",24.34,2.87,210.69,183.48,0,0,0
"CA1210004","inside","storm",0,0,0,0,0,0,0
"CA1210004","inside","total",54.62,2.87,292.9,235.41,0,0,0
"CA1210004","inside","water",30.28,0,82.21,51.93,0,0,0
"CA1210004","outside","sewer",24.34,2.87,210.69,183.48,0,0,0
"CA1210004","outside","total",69.76,2.87,333.91,261.28,0,0,0
"CA1210004","outside","water",45.42,0,123.22,77.8,0,0,0
"CA1210006","inside","sewer",38.75,0,168.26,129.51,0,0,0
"CA1210006","inside","storm",0,0,0,0,0,0,0
"CA1210006","inside","total",61.79,0,223.68,161.89,0,0,0
"CA1210006","inside","water",23.04,0,55.42,32.38,0,0,0
"CA1210006","outside","sewer",38.75,0,254.59,215.84,0,0,0
"CA1210006","outside","total",61.79,0,329.06,267.27,0,0,0
"CA1210006","outside","water",23.04,0,74.47,51.43,0,0,0
"CA1210007","inside","sewer",66.02,0,66.02,0,0,0,0
"CA1210007","inside","storm",0,0,0,0,0,0,0
"CA1210007","inside","total",106.32,0,204.15,0,0,0,0
"CA1210007","inside","water",40.3,0,138.13,97.83,0,0,0
"CA1210009","inside","sewer",22.91,0,175.5,116.7,35.89,0,0
"CA1210009","inside","storm",0,0,0,0,0,0,0
"CA1210009","inside","total",54.87,0,295.29,196.91,43.51,0,0
"CA1210009","inside","water",31.96,0,119.79,80.21,7.62,0,0
"CA1210010","inside","sewer",79.87,0,167.5,87.63,0,0,0
"CA1210010","inside","storm",0,0,1.97,0,0,0,0
"CA1210010","inside","total",163.34,0,307.52,144.18,0,0,0
"CA1210010","inside","water",83.47,0,140.02,56.55,0,0,0
"CA1210011","inside","sewer",42.5,10.5,69.04,16.04,0,0,0
"CA1210011","inside","storm",0,0,0,0,0,0,0
"CA1210011","inside","total",71.5,29,173.18,72.68,0,0,0
"CA1210011","inside","water",29,18.5,104.14,56.64,0,0,0
"CA1210015","inside","sewer",32.89,0,32.89,0,0,0,0
"CA1210015","inside","storm",0,0,0,0,0,0,0
"CA1210015","inside","total",71.54,0,92.23,0,0,0,0
"CA1210015","inside","water",38.65,0,59.34,20.69,0,0,0
"CA1210016","inside","sewer",32.6,0,65.36,32.76,0,0,0
"CA1210016","inside","storm",0,0,0,0,0,0,0
"CA1210016","inside","total",53.66,0,150.44,96.78,0,0,0
"CA1210016","inside","water",21.06,0,85.08,64.02,0,0,0
"CA1210017","inside","sewer",43.18,0,43.18,0,0,0,0
"CA1210017","inside","storm",0,0,0,0,0,0,0
"CA1210017","inside","total",80.58,0,101.63,0,0,0,0
"CA1210017","inside","water",37.4,0,58.45,21.05,0,0,0
"CA1210018","inside","sewer",32.89,0,32.89,0,0,0,0
"CA1210018","inside","storm",0,0,0,0,0,0,0
"CA1210018","inside","total",79.25,0,170.09,0,0,0,0
"CA1210018","inside","water",46.36,0,137.2,90.84,0,0,0
"CA1210018","outside","sewer",32.89,0,32.89,0,0,0,0
"CA1210018","outside","total",90.84,0,204.74,0,0,0,0
"CA1210018","outside","water",57.95,0,171.85,113.9,0,0,0
"CA1310001","inside","sewer",55.25,0,55.25,0,0,0,0
"CA1310001","inside","storm",0,0,0,0,0,0,0
"CA1310001","inside","total",99.86,0,131.66,0,0,0,0
"CA1310001","inside","water",44.61,0,76.41,31.8,0,0,0
"CA1310002","inside","sewer",42.51,0,42.51,0,0,0,0
"CA1310002","inside","storm",0,0,0,0,0,0,0
"CA1310002","inside","total",60.45,0,101.96,0,0,0,0
"CA1310002","inside","water",17.94,0,59.45,41.51,0,0,0
"CA1310004","inside","sewer",58.79,0,58.79,0,0,0,0
"CA1310004","inside","storm",0,0,0,0,0,0,0
"CA1310004","inside","total",62.35,0,118.6,0,0,0,0
"CA1310004","inside","water",3.56,0,59.81,56.25,0,0,0
"CA1310005","inside","sewer",45.7,0,45.7,0,0,0,0
"CA1310005","inside","storm",0,0,0,0,0,0,0
"CA1310005","inside","total",89.33,0,89.33,0,0,0,0
"CA1310005","inside","water",43.63,0,43.63,0,0,0,0
"CA1310005","outside","sewer",45.7,0,45.7,0,0,0,0
"CA1310005","outside","total",132.99,0,132.99,0,0,0,0
"CA1310005","outside","water",87.29,0,87.29,0,0,0,0
"CA1310006","inside","sewer",69.92,0,69.92,0,0,0,0
"CA1310006","inside","storm",0,0,0,0,0,0,0
"CA1310006","inside","total",86.33,0,167.74,0,0,0,0
"CA1310006","inside","water",16.41,0,97.82,81.41,0,0,0
"CA1310006","outside","sewer",139.84,0,139.84,0,0,0,0
"CA1310006","outside","total",172.66,0,335.48,0,0,0,0
"CA1310006","outside","water",32.82,0,195.64,162.82,0,0,0
"CA1310007","inside","sewer",59.79,0,59.79,0,0,0,0
"CA1310007","inside","storm",0,0,0,0,0,0,0
"CA1310007","inside","total",120.04,0,120.04,0,0,0,0
"CA1310007","inside","water",60.25,0,60.25,0,0,0,0
"CA1310007","outside","sewer",59.79,0,59.79,0,0,0,0
"CA1310007","outside","total",136.37,0,136.37,0,0,0,0
"CA1310007","outside","water",76.58,0,76.58,0,0,0,0
"CA1310011","inside","sewer",23.04,1.58,24.62,0,0,0,0
"CA1310011","inside","storm",0,0,0,0,0,0,0
"CA1310011","inside","total",30.96,1.58,61.64,0,0,0,0
"CA1310011","inside","water",7.92,0,37.02,29.1,0,0,0
"CA1410001","inside","sewer",39,0,39,0,0,0,0
"CA1410001","inside","storm",0,0,0,0,0,0,0
"CA1410001","inside","total",71,0,71,0,0,0,0
"CA1410001","inside","water",32,0,32,0,0,0,0
"CA1410006","inside","sewer",21.6,0,21.6,0,0,0,0
"CA1410006","inside","storm",0,0,0,0,0,0,0
"CA1410006","inside","total",41.6,0,50.62,0,0,0,0
"CA1410006","inside","water",20,0,29.02,9.02,0,0,0
"CA1500314","inside","sewer",32.89,0,32.89,0,0,0,0
"CA1500314","inside","storm",0,0,0,0,0,0,0
"CA1500314","inside","total",82.35,0,116.74,0,0,0,0
"CA1500314","inside","water",49.46,0,83.85,34.39,0,0,0
"CA1510001","inside","sewer",29.25,0,29.25,0,0,0,0
"CA1510001","inside","storm",0,0,0,0,0,0,0
"CA1510001","inside","total",55.76,0,86.44,0,0,0,0
"CA1510001","inside","water",26.51,0,57.19,30.68,0,0,0
"CA1510003","inside","sewer",17.92,0,17.92,0,0,0,0
"CA1510003","inside","storm",0,0,0,0,0,0,0
"CA1510003","inside","total",34.79,0,75.95,0,0,0,0
"CA1510003","inside","water",16.87,0,58.03,41.16,0,0,0
"CA1510005","inside","sewer",36.19,0,36.19,0,0,0,0
"CA1510005","inside","storm",0,0,0,0,0,0,0
"CA1510005","inside","total",62.97,0,92.22,0,0,0,0
"CA1510005","inside","water",26.78,0,56.03,29.25,0,0,0
"CA1510006","inside","sewer",15.72,0,15.72,0,0,0,0
"CA1510006","inside","storm",0,0,0,0,0,0,0
"CA1510006","inside","total",58.62,0,90.7,0,0,0,0
"CA1510006","inside","water",42.9,0,74.98,32.08,0,0,0
"CA1510012","inside","sewer",32.3,0,32.3,0,0,0,0
"CA1510012","inside","storm",0,0,0,0,0,0,0
"CA1510012","inside","total",66.8,0,96.88,0,0,0,0
"CA1510012","inside","water",34.5,0,64.58,30.08,0,0,0
"CA1510013","inside","sewer",26.14,0,26.14,0,0,0,0
"CA1510013","inside","storm",0,0,0,0,0,0,0
"CA1510013","inside","total",39.67,0,51.36,0,0,0,0
"CA1510013","inside","water",13.53,0,25.22,11.69,0,0,0
"CA1510014","inside","sewer",17.28,0,17.28,0,0,0,0
"CA1510014","inside","storm",0,0,0,0,0,0,0
"CA1510014","inside","total",55.58,0,83.03,0,3.9,0,0
"CA1510014","inside","water",38.3,0,65.75,23.55,3.9,0,0
"CA1510017","inside","sewer",4,0,4,0,0,0,0
"CA1510017","inside","storm",0,0,0,0,0,0,0
"CA1510017","inside","total",28.64,15.76,74.98,0,8.98,0,0
"CA1510017","inside","water",24.64,15.76,70.98,21.6,8.98,0,0
"CA1510018","inside","sewer",39.31,0,45.13,5.82,0,0,0
"CA1510018","inside","storm",0,0,0,0,0,0,0
"CA1510018","inside","total",74.47,0,141.08,66.61,0,0,0
"CA1510018","inside","water",35.16,0,95.95,60.79,0,0,0
"CA1510019","inside","sewer",29.92,0,29.92,0,0,0,0
"CA1510019","inside","storm",0,0,0,0,0,0,0
"CA1510019","inside","total",73.89,0,87.69,0,0,0,0
"CA1510019","inside","water",43.97,0,57.77,13.8,0,0,0
"CA1510020","inside","sewer",41.45,0,41.45,0,0,0,0
"CA1510020","inside","storm",0,0,0,0,0,0,0
"CA1510020","inside","total",64.9,0,89.43,0,0,0,0
"CA1510020","inside","water",23.45,0,47.98,24.53,0,0,0
"CA1510020","outside","sewer",41.45,0,41.45,0,0,0,0
"CA1510020","outside","total",74.12,0,110.97,0,0,0,0
"CA1510020","outside","water",32.67,0,69.52,36.85,0,0,0
"CA1510021","inside","sewer",23.78,0,23.78,0,0,0,0
"CA1510021","inside","storm",0,0,0,0,0,0,0
"CA1510021","inside","total",52.38,0,52.38,0,0,0,0
"CA1510021","inside","water",28.6,0,28.6,0,0,0,0
"CA1510024","inside","sewer",30.5,3.65,34.15,0,0,0,0
"CA1510024","inside","storm",0,0,0,0,0,0,0
"CA1510024","inside","total",56.71,3.65,76.65,0,0,0,0
"CA1510024","inside","water",26.21,0,42.5,16.29,0,0,0
"CA1510025","inside","sewer",55,0,55,0,0,0,0
"CA1510025","inside","storm",0,0,0,0,0,0,0
"CA1510025","inside","total",76.48,0,159.91,0,0,0,0
"CA1510025","inside","water",21.48,0,104.91,83.43,0,0,0
"CA1510031","inside","sewer",17.92,0,17.92,0,0,0,0
"CA1510031","inside","storm",0,0,0,0,0,0,0
"CA1510031","inside","total",34.79,0,75.95,0,0,0,0
"CA1510031","inside","water",16.87,0,58.03,41.16,0,0,0
"CA1510032","inside","sewer",52.43,0,52.43,0,0,0,0
"CA1510032","inside","storm",0,0,0,0,0,0,0
"CA1510032","inside","total",106.71,0,127.57,0,0,0,0
"CA1510032","inside","water",54.28,0,75.14,20.86,0,0,0
"CA1510038","inside","sewer",76.16,0,76.16,0,0,0,0
"CA1510038","inside","storm",0,0,0,0,0,0,0
"CA1510038","inside","total",119.22,0,198.8,0,0,0,0
"CA1510038","inside","water",43.06,0,122.64,79.58,0,0,0
"CA1510045","inside","sewer",91.29,0,91.29,0,0,0,0
"CA1510045","inside","storm",0,0,0,0,0,0,0
"CA1510045","inside","total",120.3,0,159.5,0,10.63,0,0
"CA1510045","inside","water",29.01,0,68.21,28.57,10.63,0,0
"CA1510055","inside","sewer",17.92,0,17.92,0,0,0,0
"CA1510055","inside","storm",0,0,0,0,0,0,0
"CA1510055","inside","total",39.96,0,79.85,0,0,0,0
"CA1510055","inside","water",22.04,0,61.93,39.89,0,0,0
"CA1610002","inside","sewer",15.47,0,15.47,0,0,0,0
"CA1610002","inside","storm",0,0,0,0,0,0,0
"CA1610002","inside","total",41.76,0,82.27,0,0,0,0
"CA1610002","inside","water",26.29,0,66.8,40.51,0,0,0
"CA1610004","inside","sewer",23.3,0,23.3,0,0,0,0
"CA1610004","inside","storm",0,0,4.4,0,0,0,0
"CA1610004","inside","total",51.3,0,85.19,0,0,0,0
"CA1610004","inside","water",28,0,61.89,33.89,0,0,0
"CA1610005","inside","sewer",27.7,0,27.7,0,0,0,0
